序号,IP,端口,位置,运营商,时间,sucess
842,117.71.149.197,8089,安徽省铜陵市,电信,2024/01/05 16:45:02,117.71.149.197:8089
843,47.98.106.240,80,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.98.106.240:80
844,47.98.100.134,80,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.98.100.134:80
845,111.225.152.176,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.152.176:8089
846,114.231.46.58,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.46.58:8089
847,125.87.80.110,8089,重庆市,电信,2024/01/05 16:45:02,125.87.80.110:8089
848,117.69.233.221,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.233.221:8089
849,47.100.201.85,80,上海市,阿里云,2024/01/05 16:45:02,47.100.201.85:80
850,123.182.58.12,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.12:8089
851,183.164.243.49,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.49:8089
852,121.37.199.23,1337,广东省深圳市,润迅通信集团有限公司,2024/01/05 16:45:02,121.37.199.23:1337
853,113.223.212.163,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.163:8089
854,114.102.45.91,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.45.91:8089
855,223.215.177.122,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,223.215.177.122:8089
856,114.103.88.253,8089,安徽省滁州市,电信,2024/01/05 16:45:02,114.103.88.253:8089
857,114.231.8.82,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.82:8089
858,123.57.1.78,9443,北京市,阿里云BGP数据中心,2024/01/05 16:45:02,123.57.1.78:9443
859,117.86.13.199,8089,江苏省南通市,电信,2024/01/05 16:45:02,117.86.13.199:8089
860,36.6.144.147,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.147:8089
861,36.6.144.96,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.96:8089
862,112.17.16.250,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.250:80
863,114.231.45.79,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.79:8089
864,159.226.227.111,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.111:80
865,114.102.47.164,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.47.164:8089
866,36.6.145.197,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.197:8089
867,117.69.159.147,41122,安徽省黄山市歙县,电信,2024/01/05 16:45:02,117.69.159.147:41122
868,183.164.242.125,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.125:8089
869,223.100.178.167,9091,辽宁省本溪市,移动,2024/01/05 16:45:02,223.100.178.167:9091
870,117.57.93.59,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.59:8089
871,123.182.58.57,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.57:8089
872,123.182.58.203,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.203:8089
873,117.69.232.24,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.24:8089
874,183.164.243.162,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.162:8089
875,60.28.196.214,80,天津市,联通,2024/01/05 16:45:02,60.28.196.214:80
876,112.124.2.212,9999,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,112.124.2.212:9999
877,203.19.38.114,1080,中国,,2024/01/05 16:45:02,203.19.38.114:1080
878,112.17.16.229,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.229:80
879,114.102.45.111,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.45.111:8089
880,116.62.238.186,80,黑龙江省,中移铁通,2024/01/05 16:45:02,116.62.238.186:80
881,117.69.236.15,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.15:8089
882,117.69.232.249,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.249:8089
883,120.234.203.171,9002,广东省,移动,2024/01/05 16:45:02,120.234.203.171:9002
884,114.232.110.23,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.23:8089
885,36.6.144.53,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.53:8089
886,114.231.42.64,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.64:8888
887,117.57.92.22,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.22:8089
888,113.223.212.96,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.96:8089
889,47.93.114.68,88,北京市,阿里云,2024/01/05 16:45:02,47.93.114.68:88
890,60.204.145.212,8888,广东省广州市,中移铁通,2024/01/05 16:45:02,60.204.145.212:8888
891,223.215.177.215,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,223.215.177.215:8089
892,180.121.128.241,8089,江苏省南通市,电信,2024/01/05 16:45:02,180.121.128.241:8089
893,42.63.65.60,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.60:80
894,113.223.212.81,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.81:8089
895,114.251.193.153,3128,北京市,联通,2024/01/05 16:45:02,114.251.193.153:3128
896,114.231.42.85,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.85:8089
897,101.37.19.35,80,浙江省杭州市,阿里云,2024/01/05 16:45:02,101.37.19.35:80
898,114.232.109.72,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.72:8089
899,113.223.213.132,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.213.132:8089
900,47.98.134.232,808,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.98.134.232:808
901,123.182.58.206,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.206:8089
902,114.103.81.40,8089,安徽省滁州市,电信,2024/01/05 16:45:02,114.103.81.40:8089
903,117.57.93.63,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.63:8089
904,106.105.218.244,80,台湾省,新世纪资通股份有限公司,2024/01/05 16:45:02,106.105.218.244:80
905,117.69.236.163,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.163:8089
906,42.63.65.47,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.47:80
907,121.40.229.7,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.40.229.7:80
908,112.124.2.212,20000,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,112.124.2.212:20000
909,114.102.45.150,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.45.150:8089
910,183.164.243.12,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.12:8089
911,121.37.201.60,8118,广东省深圳市,润迅通信集团有限公司,2024/01/05 16:45:02,121.37.201.60:8118
912,114.102.44.77,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.44.77:8089
913,114.231.45.198,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.198:8888
914,36.6.144.197,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.197:8089
915,36.6.144.220,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.220:8089
916,112.124.34.42,80,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,112.124.34.42:80
917,114.231.41.202,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.202:8888
918,112.17.16.201,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.201:80
919,116.62.35.202,80,广东省肇庆市,中移铁通,2024/01/05 16:45:02,116.62.35.202:80
920,112.17.16.181,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.181:80
921,117.69.237.83,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.237.83:8089
922,114.231.41.5,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.5:8888
923,115.29.151.41,27017,山东省青岛市,阿里云BGP数据中心,2024/01/05 16:45:02,115.29.151.41:27017
924,120.55.49.231,20000,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.55.49.231:20000
925,183.164.242.203,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.203:8089
926,114.231.45.165,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.165:8888
927,183.164.242.59,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.59:8089
928,117.160.250.130,80,河南省安阳市,移动,2024/01/05 16:45:02,117.160.250.130:80
929,183.166.170.138,41122,安徽省黄山市,电信,2024/01/05 16:45:02,183.166.170.138:41122
930,36.6.144.173,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.173:8089
931,114.104.135.72,41122,安徽省黄山市,电信,2024/01/05 16:45:02,114.104.135.72:41122
932,117.69.236.127,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.127:8089
933,27.192.173.108,9000,山东省潍坊市,联通,2024/01/05 16:45:02,27.192.173.108:9000
934,117.69.232.247,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.247:8089
935,114.102.45.102,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.45.102:8089
936,114.232.109.146,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.146:8089
937,60.28.196.238,80,天津市,联通,2024/01/05 16:45:02,60.28.196.238:80
938,117.160.250.134,80,河南省安阳市,移动,2024/01/05 16:45:02,117.160.250.134:80
939,139.224.56.162,1234,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,139.224.56.162:1234
940,60.174.0.210,8089,安徽省池州市,电信,2024/01/05 16:45:02,60.174.0.210:8089
941,119.39.68.41,2323,湖南省长沙市,联通,2024/01/05 16:45:02,119.39.68.41:2323
942,123.182.58.212,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.212:8089
943,114.232.109.160,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.160:8089
944,121.43.34.143,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.43.34.143:80
945,60.188.5.194,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.194:80
946,125.229.167.69,3128,台湾省,中华电信(HiNet)数据中心,2024/01/05 16:45:02,125.229.167.69:3128
947,60.174.1.207,8089,安徽省池州市,电信,2024/01/05 16:45:02,60.174.1.207:8089
948,121.40.219.113,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.40.219.113:80
949,117.71.154.152,8089,安徽省铜陵市,电信,2024/01/05 16:45:02,117.71.154.152:8089
950,114.102.47.79,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.47.79:8089
951,47.99.85.94,80,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.99.85.94:80
952,111.16.50.12,9002,山东省,移动,2024/01/05 16:45:02,111.16.50.12:9002
953,121.41.59.209,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.41.59.209:80
954,159.226.227.109,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.109:80
955,222.190.168.104,7788,江苏省泰州市,电信,2024/01/05 16:45:02,222.190.168.104:7788
956,111.225.153.249,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.153.249:8089
957,113.223.212.83,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.83:8089
958,117.69.236.195,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.195:8089
959,60.188.5.190,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.190:80
960,103.38.102.74,8082,湖南省长沙市,环讯网络科技有限公司,2024/01/05 16:45:02,103.38.102.74:8082
961,120.79.30.88,8080,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.79.30.88:8080
962,117.69.233.155,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.233.155:8089
963,114.231.41.25,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.25:8888
964,183.164.242.11,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.11:8089
965,120.79.34.201,8888,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.79.34.201:8888
966,140.249.88.250,80,山东省临沂市,电信,2024/01/05 16:45:02,140.249.88.250:80
967,117.69.232.214,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.214:8089
968,183.164.243.155,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.155:8089
969,114.231.8.140,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.140:8089
970,113.223.213.242,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.213.242:8089
971,27.205.47.243,9000,山东省潍坊市,联通,2024/01/05 16:45:02,27.205.47.243:9000
972,115.29.151.41,8029,山东省青岛市,阿里云BGP数据中心,2024/01/05 16:45:02,115.29.151.41:8029
973,114.103.88.248,8089,安徽省滁州市,电信,2024/01/05 16:45:02,114.103.88.248:8089
974,114.102.46.91,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.46.91:8089
975,114.232.110.28,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.28:8089
976,159.226.227.91,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.91:80
977,183.164.242.215,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.215:8089
978,124.220.35.219,8080,江苏省南京市,邦联宽带,2024/01/05 16:45:02,124.220.35.219:8080
979,101.37.26.136,80,浙江省杭州市,阿里云,2024/01/05 16:45:02,101.37.26.136:80
980,114.232.110.81,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.81:8089
981,123.182.58.145,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.145:8089
982,183.164.243.77,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.77:8089
983,117.57.93.37,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.37:8089
984,36.6.144.240,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.240:8089
985,113.223.213.48,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.213.48:8089
986,36.6.145.79,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.79:8089
987,117.69.232.225,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.225:8089
988,36.6.145.233,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.233:8089
989,114.232.109.52,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.52:8888
990,117.57.93.109,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.109:8089
991,114.231.41.125,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.125:8089
992,112.124.34.50,80,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,112.124.34.50:80
993,117.57.93.175,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.175:8089
994,117.69.236.18,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.18:8089
995,114.231.46.238,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.46.238:8888
996,121.40.115.140,10001,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.40.115.140:10001
997,61.179.129.249,80,山东省威海市,联通,2024/01/05 16:45:02,61.179.129.249:80
998,117.71.149.245,8089,安徽省铜陵市,电信,2024/01/05 16:45:02,117.71.149.245:8089
999,114.231.42.217,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.217:8888
1000,123.182.59.166,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.59.166:8089
1001,117.69.233.54,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.233.54:8089
1002,121.43.34.98,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.43.34.98:80
1003,36.6.145.0,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.0:8089
1004,36.6.144.106,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.106:8089
1005,183.164.242.4,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.4:8089
1006,120.46.197.14,8080,中国,中信网络,2024/01/05 16:45:02,120.46.197.14:8080
1007,60.28.196.225,80,天津市,联通,2024/01/05 16:45:02,60.28.196.225:80
1008,114.232.109.238,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.238:8089
1009,114.232.110.230,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.230:8089
1010,221.194.146.140,80,河北省廊坊市,联通,2024/01/05 16:45:02,221.194.146.140:80
1011,223.215.176.200,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,223.215.176.200:8089
1012,117.69.236.98,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.98:8089
1013,223.215.177.212,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,223.215.177.212:8089
1014,114.103.88.100,8089,安徽省滁州市,电信,2024/01/05 16:45:02,114.103.88.100:8089
1015,183.164.242.114,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.114:8089
1016,111.224.34.13,8089,河北省石家庄市,电信,2024/01/05 16:45:02,111.224.34.13:8089
1017,124.71.157.181,8888,北京市,中电华通,2024/01/05 16:45:02,124.71.157.181:8888
1018,47.113.221.120,1080,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.113.221.120:1080
1019,114.231.41.167,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.167:8089
1020,114.231.8.52,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.52:8888
1021,27.147.24.205,8080,台湾省,台北新店市大新店民主有线电视股份有限公司,2024/01/05 16:45:02,27.147.24.205:8080
1022,117.69.232.29,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.29:8089
1023,47.113.224.182,9999,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.113.224.182:9999
1024,114.232.110.251,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.251:8888
1025,61.160.202.71,80,江苏省常州市,电信,2024/01/05 16:45:02,61.160.202.71:80
1026,123.182.59.207,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.59.207:8089
1027,114.102.45.232,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.45.232:8089
1028,120.46.215.52,15280,中国,中信网络,2024/01/05 16:45:02,120.46.215.52:15280
1029,114.231.46.24,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.46.24:8089
1030,114.102.44.149,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.44.149:8089
1031,114.231.82.64,8089,江苏省南通市如皋市,电信,2024/01/05 16:45:02,114.231.82.64:8089
1032,120.55.49.231,6379,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.55.49.231:6379
1033,114.231.46.19,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.46.19:8888
1034,114.102.47.171,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.47.171:8089
1035,114.102.46.88,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.46.88:8089
1036,220.248.70.237,9002,上海市,联通,2024/01/05 16:45:02,220.248.70.237:9002
1037,61.160.202.117,80,江苏省常州市,电信,2024/01/05 16:45:02,61.160.202.117:80
1038,140.249.90.195,80,山东省临沂市,电信,2024/01/05 16:45:02,140.249.90.195:80
1039,117.57.93.160,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.160:8089
1040,36.6.145.243,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.243:8089
1041,183.164.242.35,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.35:8089
1042,159.226.227.113,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.113:80
1043,120.55.241.154,80,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.55.241.154:80
1044,114.231.45.39,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.39:8089
1045,36.6.144.154,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.154:8089
1046,115.29.149.2,8003,山东省青岛市,阿里云BGP数据中心,2024/01/05 16:45:02,115.29.149.2:8003
1047,114.232.110.129,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.129:8089
1048,101.200.235.69,8060,北京市,阿里云BGP数据中心,2024/01/05 16:45:02,101.200.235.69:8060
1049,223.215.176.212,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,223.215.176.212:8089
1050,61.133.66.69,9002,山东省菏泽市,联通,2024/01/05 16:45:02,61.133.66.69:9002
1051,60.174.0.215,8089,安徽省池州市,电信,2024/01/05 16:45:02,60.174.0.215:8089
1052,183.236.123.242,8060,广东省广州市,移动,2024/01/05 16:45:02,183.236.123.242:8060
1053,42.63.65.104,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.104:80
1054,60.28.196.218,80,天津市,联通,2024/01/05 16:45:02,60.28.196.218:80
1055,36.6.144.115,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.115:8089
1056,139.129.231.228,1080,北京市,阿里云BGP数据中心,2024/01/05 16:45:02,139.129.231.228:1080
1057,183.164.242.199,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.199:8089
1058,140.249.89.108,80,山东省临沂市,电信,2024/01/05 16:45:02,140.249.89.108:80
1059,117.69.232.7,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.7:8089
1060,139.196.151.191,8080,上海市,阿里云BGP数据中心,2024/01/05 16:45:02,139.196.151.191:8080
1061,114.231.82.123,8888,江苏省南通市如皋市,电信,2024/01/05 16:45:02,114.231.82.123:8888
1062,114.231.8.213,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.213:8089
1063,114.102.44.31,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.44.31:8089
1064,111.224.10.178,8089,河北省石家庄市,电信,2024/01/05 16:45:02,111.224.10.178:8089
1065,114.102.46.17,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.46.17:8089
1066,47.96.43.32,80,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.96.43.32:80
1067,117.69.233.19,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.233.19:8089
1068,60.188.5.129,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.129:80
1069,159.226.227.118,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.118:80
1070,121.40.249.168,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.40.249.168:80
1071,114.232.109.245,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.245:8089
1072,114.102.44.137,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.44.137:8089
1073,182.92.73.106,80,北京市,阿里巴巴,2024/01/05 16:45:02,182.92.73.106:80
1074,60.188.5.178,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.178:80
1075,114.231.42.63,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.63:8089
1076,114.102.46.149,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.46.149:8089
1077,182.106.220.252,9091,江西省南昌市,电信,2024/01/05 16:45:02,182.106.220.252:9091
1078,116.62.32.8,80,广东省肇庆市,中移铁通,2024/01/05 16:45:02,116.62.32.8:80
1079,60.188.5.227,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.227:80
1080,139.196.214.238,9090,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,139.196.214.238:9090
1081,114.231.82.227,8089,江苏省南通市如皋市,电信,2024/01/05 16:45:02,114.231.82.227:8089
1082,113.223.212.45,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.45:8089
1083,118.178.239.17,80,浙江省杭州市,阿里云计算有限公司,2024/01/05 16:45:02,118.178.239.17:80
1084,120.79.16.132,8118,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.79.16.132:8118
1085,113.223.212.154,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.154:8089
1086,114.232.110.222,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.222:8089
1087,60.188.5.212,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.212:80
1088,117.69.236.187,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.187:8089
1089,114.231.41.122,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.122:8888
1090,117.69.236.8,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.8:8089
1091,114.231.8.171,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.171:8089
1092,114.239.233.131,8089,江苏省宿迁市泗阳县,电信,2024/01/05 16:45:02,114.239.233.131:8089
1093,114.231.41.47,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.47:8888
1094,120.55.243.66,80,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.55.243.66:80
1095,60.188.5.215,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.215:80
1096,114.103.81.144,8089,安徽省滁州市,电信,2024/01/05 16:45:02,114.103.81.144:8089
1097,60.170.204.30,8060,安徽省蚌埠市,电信,2024/01/05 16:45:02,60.170.204.30:8060
1098,120.55.241.109,80,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.55.241.109:80
1099,36.6.145.198,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.198:8089
1100,60.174.0.143,8089,安徽省池州市,电信,2024/01/05 16:45:02,60.174.0.143:8089
1101,114.102.47.243,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.47.243:8089
1102,113.223.212.12,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.12:8089
1103,114.102.44.56,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.44.56:8089
1104,183.165.250.45,8089,安徽省六安市,电信,2024/01/05 16:45:02,183.165.250.45:8089
1105,223.111.245.244,80,江苏省,移动,2024/01/05 16:45:02,223.111.245.244:80
1106,106.14.98.252,18080,上海市,阿里云BGP数据中心,2024/01/05 16:45:02,106.14.98.252:18080
1107,36.6.145.58,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.58:8089
1108,183.164.243.106,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.106:8089
1109,47.99.64.180,80,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.99.64.180:80
1110,140.210.152.111,10809,广东省广州市,广州恒汇网络通信有限公司,2024/01/05 16:45:02,140.210.152.111:10809
1111,182.34.22.189,9999,山东省烟台市,电信,2024/01/05 16:45:02,182.34.22.189:9999
1112,120.46.197.14,5566,中国,中信网络,2024/01/05 16:45:02,120.46.197.14:5566
1113,36.6.145.4,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.4:8089
1114,117.69.232.18,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.18:8089
1115,113.223.213.88,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.213.88:8089
1116,114.231.8.199,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.199:8888
1117,111.225.153.243,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.153.243:8089
1118,117.69.237.181,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.237.181:8089
1119,36.6.145.66,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.66:8089
